;type_of_crime;year;month;date;number_of_crimes;cum_sum
2942;Homicidi per imprudència;2018;10;2018-10-01;0.1;2217.30482612067
2943;Homicidi per imprudència;2019;2;2019-02-01;2.0;2236.30482612067
2944;Homicidi per imprudència;2019;4;2019-04-01;0.1;2235.35482612067
2945;Homicidi per imprudència;2019;5;2019-05-01;1.0;2244.35482612067
2946;Homicidi per imprudència;2019;7;2019-07-01;2.0;2245.35482612067
2947;Homicidi per imprudència;2019;8;2019-08-01;1.0;2244.85482612067
2948;Homicidi per imprudència;2019;11;2019-11-01;2.0;2245.85482612067
2949;Homicidi temptativa;2012;1;2012-01-01;5.0;2246.5214927873367
2950;Homicidi temptativa;2012;2;2012-02-01;2.0;2245.921492787337
2951;Homicidi temptativa;2012;3;2012-03-01;3.0;2246.421492787337
2952;Homicidi temptativa;2012;4;2012-04-01;2.0;2246.0881594540033
2953;Homicidi temptativa;2012;5;2012-05-01;8.0;2249.0881594540033
2954;Homicidi temptativa;2012;6;2012-06-01;5.0;2248.7131594540033
2955;Homicidi temptativa;2012;7;2012-07-01;5.0;2248.7131594540033
2956;Homicidi temptativa;2012;8;2012-08-01;8.0;2249.313159454003
2957;Homicidi temptativa;2012;9;2012-09-01;5.0;2248.938159454003
2958;Homicidi temptativa;2012;10;2012-10-01;3.0;2248.538159454003
2959;Homicidi temptativa;2012;11;2012-11-01;7.0;2249.8714927873366
2960;Homicidi temptativa;2012;12;2012-12-01;5.0;2249.5857785016224
2961;Homicidi temptativa;2013;1;2013-01-01;2.0;2248.9857785016225
2962;Homicidi temptativa;2013;2;2013-02-01;1.0;2248.4857785016225
2963;Homicidi temptativa;2013;3;2013-03-01;5.0;2252.4857785016225
2964;Homicidi temptativa;2013;4;2013-04-01;3.0;2252.0857785016224
2965;Homicidi temptativa;2013;5;2013-05-01;2.0;2251.752445168289
2966;Homicidi temptativa;2013;6;2013-06-01;2.0;2251.752445168289
2967;Homicidi temptativa;2013;7;2013-07-01;4.0;2252.752445168289
2968;Homicidi temptativa;2013;8;2013-08-01;2.0;2252.252445168289
2969;Homicidi temptativa;2013;9;2013-09-01;4.0;2253.252445168289
2970;Homicidi temptativa;2013;10;2013-10-01;2.0;2252.752445168289
2971;Homicidi temptativa;2013;11;2013-11-01;3.0;2253.252445168289
2972;Homicidi temptativa;2013;12;2013-12-01;2.0;2252.9191118349554
2973;Homicidi temptativa;2014;1;2014-01-01;1.0;2252.4191118349554
2974;Homicidi temptativa;2014;2;2014-02-01;3.0;2254.4191118349554
2975;Homicidi temptativa;2014;3;2014-03-01;2.0;2254.085778501622
2976;Homicidi temptativa;2014;4;2014-04-01;1.0;2253.585778501622
2977;Homicidi temptativa;2014;5;2014-05-01;2.0;2254.585778501622
2978;Homicidi temptativa;2014;6;2014-06-01;1.0;2254.085778501622
2979;Homicidi temptativa;2014;7;2014-07-01;1.0;2254.085778501622
2980;Homicidi temptativa;2014;8;2014-08-01;2.0;2255.085778501622
2981;Homicidi temptativa;2014;9;2014-09-01;3.0;2255.585778501622
2982;Homicidi temptativa;2014;10;2014-10-01;4.0;2255.9191118349554
2983;Homicidi temptativa;2014;11;2014-11-01;2.0;2255.4191118349554
2984;Homicidi temptativa;2014;12;2014-12-01;4.0;2256.4191118349554
2985;Homicidi temptativa;2015;1;2015-01-01;3.0;2256.1691118349554
2986;Homicidi temptativa;2015;2;2015-02-01;5.0;2256.835778501622
2987;Homicidi temptativa;2015;3;2015-03-01;4.0;2256.635778501622
2988;Homicidi temptativa;2015;4;2015-04-01;8.0;2257.635778501622
2989;Homicidi temptativa;2015;5;2015-05-01;1.0;2256.760778501622
2990;Homicidi temptativa;2015;6;2015-06-01;3.0;2258.760778501622
2991;Homicidi temptativa;2015;7;2015-07-01;4.0;2259.0941118349556
2992;Homicidi temptativa;2015;8;2015-08-01;5.0;2259.3441118349556
2993;Homicidi temptativa;2015;9;2015-09-01;4.0;2259.1441118349558
2994;Homicidi temptativa;2015;10;2015-10-01;2.0;2258.6441118349558
2995;Homicidi temptativa;2015;11;2015-11-01;7.0;2261.1441118349558
2996;Homicidi temptativa;2015;12;2015-12-01;8.0;2261.286968977813
2997;Homicidi temptativa;2016;1;2016-01-01;6.0;2261.036968977813
2998;Homicidi temptativa;2016;2;2016-02-01;3.0;2260.536968977813
2999;Homicidi temptativa;2016;3;2016-03-01;3.0;2260.536968977813
3000;Homicidi temptativa;2016;4;2016-04-01;3.0;2260.536968977813
3001;Homicidi temptativa;2016;5;2016-05-01;1.0;2259.8703023111466
3002;Homicidi temptativa;2016;6;2016-06-01;1.0;2259.8703023111466
3003;Homicidi temptativa;2016;7;2016-07-01;3.0;2261.8703023111466
3004;Homicidi temptativa;2016;8;2016-08-01;5.0;2262.536968977813
3005;Homicidi temptativa;2016;9;2016-09-01;6.0;2262.736968977813
3006;Homicidi temptativa;2016;10;2016-10-01;6.0;2262.736968977813
3007;Homicidi temptativa;2016;11;2016-11-01;7.0;2262.9036356444794
3008;Homicidi temptativa;2016;12;2016-12-01;4.0;2262.475064215908
3009;Homicidi temptativa;2017;1;2017-01-01;5.0;2262.725064215908
3010;Homicidi temptativa;2017;2;2017-02-01;4.0;2262.525064215908
3011;Homicidi temptativa;2017;3;2017-03-01;1.0;2261.775064215908
3012;Homicidi temptativa;2017;4;2017-04-01;2.0;2262.775064215908
3013;Homicidi temptativa;2017;5;2017-05-01;3.0;2263.275064215908
3014;Homicidi temptativa;2017;6;2017-06-01;2.0;2262.9417308825746
3015;Homicidi temptativa;2017;7;2017-07-01;2.0;2262.9417308825746
3016;Homicidi temptativa;2017;8;2017-08-01;5.0;2264.4417308825746
3017;Homicidi temptativa;2017;9;2017-09-01;2.0;2263.8417308825747
3018;Homicidi temptativa;2017;10;2017-10-01;2.0;2263.8417308825747
3019;Homicidi temptativa;2017;11;2017-11-01;4.0;2264.8417308825747
3020;Homicidi temptativa;2017;12;2017-12-01;3.0;2264.5917308825747
3021;Homicidi temptativa;2018;1;2018-01-01;2.0;2264.258397549241
3022;Homicidi temptativa;2018;2;2018-02-01;6.0;2266.258397549241
3023;Homicidi temptativa;2018;3;2018-03-01;4.0;2265.9250642159077
3024;Homicidi temptativa;2018;4;2018-04-01;6.0;2266.4250642159077
3025;Homicidi temptativa;2018;5;2018-05-01;5.0;2266.258397549241
3026;Homicidi temptativa;2018;6;2018-06-01;5.0;2266.258397549241
3027;Homicidi temptativa;2018;7;2018-07-01;3.0;2265.858397549241
3028;Homicidi temptativa;2018;8;2018-08-01;3.0;2265.858397549241
3029;Homicidi temptativa;2018;9;2018-09-01;8.0;2267.5250642159076
3030;Homicidi temptativa;2018;10;2018-10-01;1.0;2266.6500642159076
3031;Homicidi temptativa;2018;11;2018-11-01;7.0;2272.6500642159076
3032;Homicidi temptativa;2018;12;2018-12-01;4.0;2272.221492787336
3033;Homicidi temptativa;2019;1;2019-01-01;8.0;2273.221492787336
3034;Homicidi temptativa;2019;2;2019-02-01;6.0;2272.971492787336
3035;Homicidi temptativa;2019;3;2019-03-01;1.0;2272.1381594540026
3036;Homicidi temptativa;2019;4;2019-04-01;3.0;2274.1381594540026
3037;Homicidi temptativa;2019;5;2019-05-01;6.0;2275.1381594540026
3038;Homicidi temptativa;2019;6;2019-06-01;8.0;2275.471492787336
3039;Homicidi temptativa;2019;7;2019-07-01;9.0;2275.596492787336
3040;Homicidi temptativa;2019;8;2019-08-01;9.0;2275.596492787336
3041;Homicidi temptativa;2019;9;2019-09-01;7.0;2275.374270565114
3042;Homicidi temptativa;2019;10;2019-10-01;2.0;2274.659984850828
3043;Homicidi temptativa;2019;11;2019-11-01;6.0;2276.659984850828
3044;Homicidi temptativa;2019;12;2019-12-01;8.0;2276.9933181841616
3045;Incendi;2012;1;2012-01-01;2.0;2276.9933181841616
3046;Incendi;2012;2;2012-02-01;2.0;2276.9933181841616
3047;Incendi;2012;3;2012-03-01;2.0;2276.9933181841616
3048;Incendi;2012;4;2012-04-01;3.0;2277.4933181841616
3049;Incendi;2012;5;2012-05-01;1.0;2276.826651517495
3050;Incendi;2012;6;2012-06-01;2.0;2277.826651517495
3051;Incendi;2012;7;2012-07-01;5.0;2279.326651517495
3052;Incendi;2012;8;2012-08-01;2.0;2278.726651517495
3053;Incendi;2012;9;2012-09-01;2.0;2278.726651517495
3054;Incendi;2012;10;2012-10-01;2.0;2278.726651517495
3055;Incendi;2012;11;2012-11-01;1.0;2278.226651517495
3056;Incendi;2012;12;2012-12-01;0.1;2277.326651517495
3057;Incendi;2013;1;2013-01-01;4.0;2316.326651517495
3058;Incendi;2013;2;2013-02-01;2.0;2315.826651517495
3059;Incendi;2013;3;2013-03-01;1.0;2315.326651517495
3060;Incendi;2013;4;2013-04-01;2.0;2316.326651517495
3061;Incendi;2013;5;2013-05-01;1.0;2315.826651517495
3062;Incendi;2013;6;2013-06-01;1.0;2315.826651517495
3063;Incendi;2013;7;2013-07-01;5.0;2319.826651517495
3064;Incendi;2013;8;2013-08-01;2.0;2319.226651517495
3065;Incendi;2013;10;2013-10-01;1.0;2318.726651517495
3066;Incendi;2013;12;2013-12-01;4.0;2321.726651517495
3067;Incendi;2014;2;2014-02-01;1.0;2320.976651517495
3068;Incendi;2014;3;2014-03-01;3.0;2322.976651517495
3069;Incendi;2014;4;2014-04-01;0.1;2322.0099848508285
3070;Incendi;2014;5;2014-05-01;3.0;2351.0099848508285
3071;Incendi;2014;6;2014-06-01;1.0;2350.343318184162
3072;Incendi;2014;7;2014-07-01;2.0;2351.343318184162
3073;Incendi;2014;9;2014-09-01;2.0;2351.343318184162
3074;Incendi;2014;10;2014-10-01;2.0;2351.343318184162
3075;Incendi;2014;11;2014-11-01;2.0;2351.343318184162
3076;Incendi;2014;12;2014-12-01;4.0;2352.343318184162
3077;Incendi;2015;1;2015-01-01;1.0;2351.593318184162
3078;Incendi;2015;3;2015-03-01;1.0;2351.593318184162
3079;Incendi;2015;4;2015-04-01;1.0;2351.593318184162
3080;Incendi;2015;5;2015-05-01;2.0;2352.593318184162
3081;Incendi;2015;6;2015-06-01;2.0;2352.593318184162
3082;Incendi;2015;7;2015-07-01;2.0;2352.593318184162
3083;Incendi;2015;8;2015-08-01;0.1;2351.643318184162
3084;Incendi;2015;9;2015-09-01;2.0;2370.643318184162
3085;Incendi;2015;10;2015-10-01;0.1;2369.6933181841623
3086;Incendi;2015;11;2015-11-01;3.0;2398.6933181841623
3087;Incendi;2015;12;2015-12-01;0.1;2397.7266515174956
3088;Incendi;2016;1;2016-01-01;1.0;2406.7266515174956
3089;Incendi;2016;2;2016-02-01;1.0;2406.7266515174956
3090;Incendi;2016;3;2016-03-01;2.0;2407.7266515174956
3091;Incendi;2016;4;2016-04-01;2.0;2407.7266515174956
3092;Incendi;2016;7;2016-07-01;1.0;2407.2266515174956
3093;Incendi;2016;8;2016-08-01;1.0;2407.2266515174956
3094;Incendi;2016;9;2016-09-01;1.0;2407.2266515174956
3095;Incendi;2016;10;2016-10-01;2.0;2408.2266515174956
3096;Incendi;2016;12;2016-12-01;2.0;2408.2266515174956
3097;Incendi;2017;1;2017-01-01;1.0;2407.7266515174956
3098;Incendi;2017;2;2017-02-01;2.0;2408.7266515174956
3099;Incendi;2017;4;2017-04-01;1.0;2408.2266515174956
3100;Incendi;2017;5;2017-05-01;1.0;2408.2266515174956
3101;Incendi;2017;6;2017-06-01;2.0;2409.2266515174956
3102;Incendi;2017;7;2017-07-01;2.0;2409.2266515174956
3103;Incendi;2017;11;2017-11-01;1.0;2408.7266515174956
3104;Incendi;2017;12;2017-12-01;3.0;2410.7266515174956
3105;Incendi;2018;1;2018-01-01;3.0;2410.7266515174956
3106;Incendi;2018;2;2018-02-01;1.0;2410.059984850829
3107;Incendi;2018;3;2018-03-01;2.0;2411.059984850829
3108;Incendi;2018;4;2018-04-01;4.0;2412.059984850829
3109;Incendi;2018;5;2018-05-01;1.0;2411.309984850829
3110;Incendi;2018;7;2018-07-01;2.0;2412.309984850829
3111;Incendi;2018;8;2018-08-01;2.0;2412.309984850829
3112;Incendi;2018;9;2018-09-01;1.0;2411.809984850829
3113;Incendi;2018;10;2018-10-01;3.0;2413.809984850829
3114;Incendi;2018;11;2018-11-01;3.0;2413.809984850829
3115;Incendi;2018;12;2018-12-01;3.0;2413.809984850829
3116;Incendi;2019;1;2019-01-01;2.0;2413.4766515174956
3117;Incendi;2019;2;2019-02-01;1.0;2412.9766515174956
3118;Incendi;2019;3;2019-03-01;2.0;2413.9766515174956
3119;Incendi;2019;4;2019-04-01;6.0;2415.9766515174956
3120;Incendi;2019;5;2019-05-01;1.0;2415.143318184162
3121;Incendi;2019;7;2019-07-01;1.0;2415.143318184162
3122;Incendi;2019;8;2019-08-01;1.0;2415.143318184162
3123;Incendi;2019;12;2019-12-01;3.0;2417.143318184162
3124;Inducció i cooperació al suïcidi;2012;10;2012-10-01;1.0;2416.4766515174956
3125;Inducció i cooperació al suïcidi;2017;4;2017-04-01;1.0;2416.4766515174956
3126;Inducció i cooperació al suïcidi;2017;5;2017-05-01;1.0;2416.4766515174956
3127;Inducció i cooperació al suïcidi;2017;6;2017-06-01;1.0;2416.4766515174956
3128;Inducció i cooperació al suïcidi;2019;5;2019-05-01;1.0;2416.4766515174956
3129;Inducció i cooperació al suïcidi;2019;7;2019-07-01;0.1;2415.5766515174955
3130;Infidelitat en la custòdia de documents i violació de secrets;2013;11;2013-11-01;1.0;2415.5766515174955
3131;Infidelitat en la custòdia de documents i violació de secrets;2017;4;2017-04-01;1.0;2415.5766515174955
3132;Infidelitat en la custòdia de documents i violació de secrets;2018;6;2018-06-01;1.0;2415.5766515174955
3133;Infidelitat en la custòdia de documents i violació de secrets;2018;7;2018-07-01;1.0;2415.5766515174955
3134;Infidelitat en la custòdia de documents i violació de secrets;2019;11;2019-11-01;1.0;2415.5766515174955
3135;Infidelitat en la custòdia de documents i violació de secrets;2019;12;2019-12-01;0.1;2414.6766515174954
3136;Injúria;2012;1;2012-01-01;1.0;2414.6766515174954
3137;Injúria;2012;4;2012-04-01;1.0;2414.6766515174954
3138;Injúria;2012;5;2012-05-01;2.0;2415.6766515174954
3139;Injúria;2012;7;2012-07-01;0.1;2414.7266515174956
3140;Injúria;2012;8;2012-08-01;1.0;2423.7266515174956
3141;Injúria;2012;10;2012-10-01;1.0;2423.7266515174956
3142;Injúria;2012;11;2012-11-01;1.0;2423.7266515174956
3143;Injúria;2013;1;2013-01-01;2.0;2424.7266515174956
3144;Injúria;2013;2;2013-02-01;0.1;2423.776651517496
3145;Injúria;2013;3;2013-03-01;1.0;2432.776651517496
3146;Injúria;2013;7;2013-07-01;1.0;2432.776651517496
3147;Injúria;2013;9;2013-09-01;1.0;2432.776651517496
3148;Injúria;2014;1;2014-01-01;1.0;2432.776651517496
3149;Injúria;2014;3;2014-03-01;2.0;2433.776651517496
