;RP;ABP;type_of_crime;number_of_crimes;year;month;day;date
1020;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Amenaces;26;2019;1;1;2019-01-01
1021;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Coaccions;6;2019;1;1;2019-01-01
1022;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Abusos sexuals;2;2019;1;1;2019-01-01
1023;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Agressions sexuals;1;2019;1;1;2019-01-01
1024;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Realització arbitrària del propi dret;0;2019;1;1;2019-01-01
1025;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Trencament de condemna;9;2019;1;1;2019-01-01
1026;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Altres delictes contra l'ordre públic;7;2019;1;1;2019-01-01
1027;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Contra la salut pública;11;2019;1;1;2019-01-01
1028;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Incendi;0;2019;1;1;2019-01-01
1029;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Falsedats documentals;1;2019;1;1;2019-01-01
1030;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Falsificació de moneda i efectes timbrats;1;2019;1;1;2019-01-01
1031;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Usurpació de funcions públiques i intrusisme;1;2019;1;1;2019-01-01
1032;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Lesions;9;2019;1;1;2019-01-01
1033;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Tracte degradant / vexatori;1;2019;1;1;2019-01-01
1034;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Apropiació indeguda;5;2019;1;1;2019-01-01
1035;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Danys;77;2019;1;1;2019-01-01
1036;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Estafes;173;2019;1;1;2019-01-01
1037;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Furt;359;2019;1;1;2019-01-01
1038;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Ocupació immobles;2;2019;1;1;2019-01-01
1039;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Receptació i altres conductes afins;0;2019;1;1;2019-01-01
1040;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori amb força;84;2019;1;1;2019-01-01
1041;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori amb força interior vehicle;28;2019;1;1;2019-01-01
1042;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori amb violència i/o intimidació;58;2019;1;1;2019-01-01
1043;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori i furt d'us de vehicle;61;2019;1;1;2019-01-01
1044;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Defraudacions de fluid elèctric i anàlogues;1;2019;1;1;2019-01-01
1045;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Injúria;1;2019;1;1;2019-01-01
1046;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Calúmnia;1;2019;1;1;2019-01-01
1047;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Descobriment i revelació de secrets;2;2019;1;1;2019-01-01
1048;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Amenaces;6;2019;1;1;2019-01-01
1049;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Coaccions;3;2019;1;1;2019-01-01
1050;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Abusos sexuals;4;2019;1;1;2019-01-01
1051;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Agressions sexuals;1;2019;1;1;2019-01-01
1052;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Trencament de condemna;1;2019;1;1;2019-01-01
1053;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Altres delictes contra l'ordre públic;2;2019;1;1;2019-01-01
1054;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Contra la salut pública;2;2019;1;1;2019-01-01
1055;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Incendi;1;2019;1;1;2019-01-01
2305;RP Metropolitana Barcelona;ABP Barcelona;Falsedats documentals;1;2019;2;1;2019-02-01
2306;RP Metropolitana Barcelona;ABP Barcelona;Lesions;2;2019;2;1;2019-02-01
2307;RP Metropolitana Barcelona;ABP Barcelona;Apropiació indeguda;1;2019;2;1;2019-02-01
2308;RP Metropolitana Barcelona;ABP Barcelona;Danys;5;2019;2;1;2019-02-01
2309;RP Metropolitana Barcelona;ABP Barcelona;Estafes;5;2019;2;1;2019-02-01
2310;RP Metropolitana Barcelona;ABP Barcelona;Furt;102;2019;2;1;2019-02-01
2311;RP Metropolitana Barcelona;ABP Barcelona;Robatori amb força;0;2019;2;1;2019-02-01
2312;RP Metropolitana Barcelona;ABP Barcelona;Robatori amb força interior vehicle;7;2019;2;1;2019-02-01
2313;RP Metropolitana Barcelona;ABP Barcelona;Robatori amb violència i/o intimidació;17;2019;2;1;2019-02-01
2314;RP Metropolitana Barcelona;ABP Barcelona;Robatori i furt d'us de vehicle;0;2019;2;1;2019-02-01
2315;RP Metropolitana Barcelona;ABP Barcelona;Contra exercici drets fonamentals i llibertats públiques;9;2019;2;1;2019-02-01
2316;RP Metropolitana Barcelona;ABP Barcelona;Reunió, manifestació il·lícita;1;2019;2;1;2019-02-01
2317;RP Metropolitana Barcelona;ABP Barcelona;Amenaces;8;2019;2;1;2019-02-01
2318;RP Metropolitana Barcelona;ABP Barcelona;Abusos sexuals;1;2019;2;1;2019-02-01
2319;RP Metropolitana Barcelona;ABP Barcelona;Desordres públics;1;2019;2;1;2019-02-01
2320;RP Metropolitana Barcelona;ABP Barcelona;Altres delictes contra l'ordre públic;1;2019;2;1;2019-02-01
2321;RP Metropolitana Barcelona;ABP Ciutat Vella;Homicidi consumat;0;2019;2;1;2019-02-01
2322;RP Metropolitana Barcelona;ABP Ciutat Vella;Homicidi per imprudència;1;2019;2;1;2019-02-01
2323;RP Metropolitana Barcelona;ABP Ciutat Vella;Homicidi temptativa;1;2019;2;1;2019-02-01
2324;RP Metropolitana Barcelona;ABP Ciutat Vella;De la usurpació de l'estat civil;1;2019;2;1;2019-02-01
2325;RP Metropolitana Barcelona;ABP Ciutat Vella;Falsedats documentals;11;2019;2;1;2019-02-01
2326;RP Metropolitana Barcelona;ABP Ciutat Vella;Falsificació de moneda i efectes timbrats;0;2019;2;1;2019-02-01
2327;RP Metropolitana Barcelona;ABP Ciutat Vella;Usurpació de funcions públiques i intrusisme;1;2019;2;1;2019-02-01
2328;RP Metropolitana Barcelona;ABP Ciutat Vella;Lesions;81;2019;2;1;2019-02-01
2329;RP Metropolitana Barcelona;ABP Ciutat Vella;Tràfic d'éssers humans;1;2019;2;1;2019-02-01
2330;RP Metropolitana Barcelona;ABP Ciutat Vella;Apropiació indeguda;137;2019;2;1;2019-02-01
2331;RP Metropolitana Barcelona;ABP Ciutat Vella;Danys;127;2019;2;1;2019-02-01
2332;RP Metropolitana Barcelona;ABP Ciutat Vella;Estafes;120;2019;2;1;2019-02-01
2333;RP Metropolitana Barcelona;ABP Ciutat Vella;Furt;2755;2019;2;1;2019-02-01
2334;RP Metropolitana Barcelona;ABP Ciutat Vella;Ocupació immobles;20;2019;2;1;2019-02-01
2335;RP Metropolitana Barcelona;ABP Ciutat Vella;Propietat industrial;1;2019;2;1;2019-02-01
2336;RP Metropolitana Barcelona;ABP Ciutat Vella;Receptació i altres conductes afins;6;2019;2;1;2019-02-01
2337;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori amb força;123;2019;2;1;2019-02-01
2338;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori amb força interior vehicle;120;2019;2;1;2019-02-01
2339;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori amb violència i/o intimidació;266;2019;2;1;2019-02-01
2340;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori i furt d'us de vehicle;12;2019;2;1;2019-02-01
2341;RP Metropolitana Barcelona;ABP Ciutat Vella;Descobriment i revelació de secrets;1;2019;2;1;2019-02-01
2342;RP Metropolitana Barcelona;ABP Ciutat Vella;Entrada a domicili aliè;3;2019;2;1;2019-02-01
2343;RP Metropolitana Barcelona;ABP Ciutat Vella;Amenaces;27;2019;2;1;2019-02-01
2344;RP Metropolitana Barcelona;ABP Ciutat Vella;Coaccions;10;2019;2;1;2019-02-01
2345;RP Metropolitana Barcelona;ABP Ciutat Vella;Detenció il·legal;1;2019;2;1;2019-02-01
2346;RP Metropolitana Barcelona;ABP Ciutat Vella;Abusos sexuals;4;2019;2;1;2019-02-01
2347;RP Metropolitana Barcelona;ABP Ciutat Vella;Agressions sexuals;4;2019;2;1;2019-02-01
2348;RP Metropolitana Barcelona;ABP Ciutat Vella;Relatius a la prostitució;1;2019;2;1;2019-02-01
2349;RP Metropolitana Barcelona;ABP Ciutat Vella;Obstrucció a la justícia i deslleialtat professional;2;2019;2;1;2019-02-01
2350;RP Metropolitana Barcelona;ABP Ciutat Vella;Realització arbitrària del propi dret;1;2019;2;1;2019-02-01
2351;RP Metropolitana Barcelona;ABP Ciutat Vella;Trencament de condemna;6;2019;2;1;2019-02-01
2352;RP Metropolitana Barcelona;ABP Ciutat Vella;Contra els drets i deures familiars;2;2019;2;1;2019-02-01
2353;RP Metropolitana Barcelona;ABP Ciutat Vella;Desordres públics;1;2019;2;1;2019-02-01
2354;RP Metropolitana Barcelona;ABP Ciutat Vella;Organitzacions i grups criminals;2;2019;2;1;2019-02-01
2355;RP Metropolitana Barcelona;ABP Ciutat Vella;Altres delictes contra l'ordre públic;13;2019;2;1;2019-02-01
2356;RP Metropolitana Barcelona;ABP Ciutat Vella;Contra la salut pública;56;2019;2;1;2019-02-01
2357;RP Metropolitana Barcelona;ABP Ciutat Vella;Protecció de la flora, fauna i animals domèstics;1;2019;2;1;2019-02-01
2358;RP Metropolitana Barcelona;ABP Eixample;Homicidi per imprudència;1;2019;2;1;2019-02-01
2359;RP Metropolitana Barcelona;ABP Eixample;Homicidi temptativa;2;2019;2;1;2019-02-01
2360;RP Metropolitana Barcelona;ABP Eixample;De la usurpació de l'estat civil;1;2019;2;1;2019-02-01
2361;RP Metropolitana Barcelona;ABP Eixample;Falsedats documentals;4;2019;2;1;2019-02-01
2362;RP Metropolitana Barcelona;ABP Eixample;Usurpació de funcions públiques i intrusisme;2;2019;2;1;2019-02-01
2363;RP Metropolitana Barcelona;ABP Eixample;Lesions;61;2019;2;1;2019-02-01
2364;RP Metropolitana Barcelona;ABP Eixample;Tracte degradant / vexatori;1;2019;2;1;2019-02-01
2365;RP Metropolitana Barcelona;ABP Eixample;Tràfic d'éssers humans;1;2019;2;1;2019-02-01
2366;RP Metropolitana Barcelona;ABP Eixample;Apropiació indeguda;104;2019;2;1;2019-02-01
2367;RP Metropolitana Barcelona;ABP Eixample;Danys;160;2019;2;1;2019-02-01
2368;RP Metropolitana Barcelona;ABP Eixample;Estafes;286;2019;2;1;2019-02-01
2369;RP Metropolitana Barcelona;ABP Eixample;Furt;3590;2019;2;1;2019-02-01
2370;RP Metropolitana Barcelona;ABP Eixample;Ocupació immobles;13;2019;2;1;2019-02-01
2371;RP Metropolitana Barcelona;ABP Eixample;Propietat intel·lectual;0;2019;2;1;2019-02-01
2372;RP Metropolitana Barcelona;ABP Eixample;Receptació i altres conductes afins;3;2019;2;1;2019-02-01
2373;RP Metropolitana Barcelona;ABP Eixample;Robatori amb força;223;2019;2;1;2019-02-01
2374;RP Metropolitana Barcelona;ABP Eixample;Robatori amb força interior vehicle;111;2019;2;1;2019-02-01
2375;RP Metropolitana Barcelona;ABP Eixample;Robatori amb violència i/o intimidació;240;2019;2;1;2019-02-01
2376;RP Metropolitana Barcelona;ABP Eixample;Robatori i furt d'us de vehicle;78;2019;2;1;2019-02-01
2377;RP Metropolitana Barcelona;ABP Eixample;Usurpació;0;2019;2;1;2019-02-01
2378;RP Metropolitana Barcelona;ABP Eixample;Defraudacions de fluid elèctric i anàlogues;1;2019;2;1;2019-02-01
2379;RP Metropolitana Barcelona;ABP Eixample;Contra exercici drets fonamentals i llibertats públiques;1;2019;2;1;2019-02-01
2380;RP Metropolitana Barcelona;ABP Eixample;Descobriment i revelació de secrets;2;2019;2;1;2019-02-01
2381;RP Metropolitana Barcelona;ABP Eixample;Entrada a domicili aliè;5;2019;2;1;2019-02-01
2382;RP Metropolitana Barcelona;ABP Eixample;Amenaces;25;2019;2;1;2019-02-01
2383;RP Metropolitana Barcelona;ABP Eixample;Coaccions;8;2019;2;1;2019-02-01
2384;RP Metropolitana Barcelona;ABP Eixample;Abusos sexuals;10;2019;2;1;2019-02-01
2385;RP Metropolitana Barcelona;ABP Eixample;Agressions sexuals;1;2019;2;1;2019-02-01
2386;RP Metropolitana Barcelona;ABP Eixample;Relatius a la prostitució;1;2019;2;1;2019-02-01
2387;RP Metropolitana Barcelona;ABP Eixample;Acusació, denúncia falsa i simulació de delictes;1;2019;2;1;2019-02-01
2388;RP Metropolitana Barcelona;ABP Eixample;Obstrucció a la justícia i deslleialtat professional;1;2019;2;1;2019-02-01
2389;RP Metropolitana Barcelona;ABP Eixample;Realització arbitrària del propi dret;1;2019;2;1;2019-02-01
2390;RP Metropolitana Barcelona;ABP Eixample;Trencament de condemna;2;2019;2;1;2019-02-01
2391;RP Metropolitana Barcelona;ABP Eixample;Contra els drets i deures familiars;1;2019;2;1;2019-02-01
2392;RP Metropolitana Barcelona;ABP Eixample;Desordres públics;4;2019;2;1;2019-02-01
2393;RP Metropolitana Barcelona;ABP Eixample;Organitzacions i grups criminals;1;2019;2;1;2019-02-01
2394;RP Metropolitana Barcelona;ABP Eixample;Altres delictes contra l'ordre públic;14;2019;2;1;2019-02-01
2395;RP Metropolitana Barcelona;ABP Eixample;Contra la salut pública;9;2019;2;1;2019-02-01
2396;RP Metropolitana Barcelona;ABP Eixample;Protecció de la flora, fauna i animals domèstics;1;2019;2;1;2019-02-01
2397;RP Metropolitana Barcelona;ABP Gràcia;De la usurpació de l'estat civil;1;2019;2;1;2019-02-01
2398;RP Metropolitana Barcelona;ABP Gràcia;Falsedats documentals;3;2019;2;1;2019-02-01
2399;RP Metropolitana Barcelona;ABP Gràcia;Lesions;12;2019;2;1;2019-02-01
2400;RP Metropolitana Barcelona;ABP Gràcia;Apropiació indeguda;3;2019;2;1;2019-02-01
2401;RP Metropolitana Barcelona;ABP Gràcia;Danys;59;2019;2;1;2019-02-01
2402;RP Metropolitana Barcelona;ABP Gràcia;Estafes;114;2019;2;1;2019-02-01
2403;RP Metropolitana Barcelona;ABP Gràcia;Furt;358;2019;2;1;2019-02-01
2404;RP Metropolitana Barcelona;ABP Gràcia;Ocupació immobles;4;2019;2;1;2019-02-01
2405;RP Metropolitana Barcelona;ABP Gràcia;Receptació i altres conductes afins;1;2019;2;1;2019-02-01
2406;RP Metropolitana Barcelona;ABP Gràcia;Robatori amb força;53;2019;2;1;2019-02-01
2407;RP Metropolitana Barcelona;ABP Gràcia;Robatori amb força interior vehicle;22;2019;2;1;2019-02-01
2408;RP Metropolitana Barcelona;ABP Gràcia;Robatori amb violència i/o intimidació;35;2019;2;1;2019-02-01
2409;RP Metropolitana Barcelona;ABP Gràcia;Robatori i furt d'us de vehicle;20;2019;2;1;2019-02-01
2410;RP Metropolitana Barcelona;ABP Gràcia;Usurpació;1;2019;2;1;2019-02-01
2411;RP Metropolitana Barcelona;ABP Gràcia;Blanqueig de capitals;1;2019;2;1;2019-02-01
2412;RP Metropolitana Barcelona;ABP Gràcia;Defraudacions de fluid elèctric i anàlogues;1;2019;2;1;2019-02-01
2413;RP Metropolitana Barcelona;ABP Gràcia;Descobriment i revelació de secrets;0;2019;2;1;2019-02-01
2414;RP Metropolitana Barcelona;ABP Gràcia;Entrada a domicili aliè;1;2019;2;1;2019-02-01
2415;RP Metropolitana Barcelona;ABP Gràcia;Amenaces;11;2019;2;1;2019-02-01
2416;RP Metropolitana Barcelona;ABP Gràcia;Coaccions;3;2019;2;1;2019-02-01
2417;RP Metropolitana Barcelona;ABP Gràcia;Abusos sexuals;1;2019;2;1;2019-02-01
2418;RP Metropolitana Barcelona;ABP Gràcia;Agressions sexuals;1;2019;2;1;2019-02-01
2419;RP Metropolitana Barcelona;ABP Gràcia;Relatius a la prostitució;1;2019;2;1;2019-02-01
2420;RP Metropolitana Barcelona;ABP Gràcia;Acusació, denúncia falsa i simulació de delictes;1;2019;2;1;2019-02-01
2421;RP Metropolitana Barcelona;ABP Gràcia;Realització arbitrària del propi dret;0;2019;2;1;2019-02-01
2422;RP Metropolitana Barcelona;ABP Gràcia;Trencament de condemna;1;2019;2;1;2019-02-01
2423;RP Metropolitana Barcelona;ABP Gràcia;Contra els drets i deures familiars;1;2019;2;1;2019-02-01
2424;RP Metropolitana Barcelona;ABP Gràcia;Desordres públics;0;2019;2;1;2019-02-01
2425;RP Metropolitana Barcelona;ABP Gràcia;Organitzacions i grups criminals;0;2019;2;1;2019-02-01
2426;RP Metropolitana Barcelona;ABP Gràcia;Altres delictes contra l'ordre públic;1;2019;2;1;2019-02-01
2427;RP Metropolitana Barcelona;ABP Gràcia;Contra la salut pública;2;2019;2;1;2019-02-01
2428;RP Metropolitana Barcelona;ABP Horta-Guinardó;Homicidi temptativa;1;2019;2;1;2019-02-01
2429;RP Metropolitana Barcelona;ABP Horta-Guinardó;De la usurpació de l'estat civil;1;2019;2;1;2019-02-01
2430;RP Metropolitana Barcelona;ABP Horta-Guinardó;Falsedats documentals;2;2019;2;1;2019-02-01
2431;RP Metropolitana Barcelona;ABP Horta-Guinardó;Lesions;34;2019;2;1;2019-02-01
2432;RP Metropolitana Barcelona;ABP Horta-Guinardó;Tracte degradant / vexatori;1;2019;2;1;2019-02-01
2433;RP Metropolitana Barcelona;ABP Horta-Guinardó;Apropiació indeguda;6;2019;2;1;2019-02-01
2434;RP Metropolitana Barcelona;ABP Horta-Guinardó;Danys;93;2019;2;1;2019-02-01
2435;RP Metropolitana Barcelona;ABP Horta-Guinardó;Estafes;101;2019;2;1;2019-02-01
2436;RP Metropolitana Barcelona;ABP Horta-Guinardó;Furt;228;2019;2;1;2019-02-01
2437;RP Metropolitana Barcelona;ABP Horta-Guinardó;Ocupació immobles;10;2019;2;1;2019-02-01
2438;RP Metropolitana Barcelona;ABP Horta-Guinardó;Receptació i altres conductes afins;2;2019;2;1;2019-02-01
2439;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori amb força;67;2019;2;1;2019-02-01
2440;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori amb força interior vehicle;55;2019;2;1;2019-02-01
2441;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori amb violència i/o intimidació;54;2019;2;1;2019-02-01
2442;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori i furt d'us de vehicle;41;2019;2;1;2019-02-01
2443;RP Metropolitana Barcelona;ABP Horta-Guinardó;Frustració d'execució;1;2019;2;1;2019-02-01
2444;RP Metropolitana Barcelona;ABP Horta-Guinardó;Descobriment i revelació de secrets;4;2019;2;1;2019-02-01
2445;RP Metropolitana Barcelona;ABP Horta-Guinardó;Amenaces;23;2019;2;1;2019-02-01
2446;RP Metropolitana Barcelona;ABP Horta-Guinardó;Coaccions;5;2019;2;1;2019-02-01
2447;RP Metropolitana Barcelona;ABP Horta-Guinardó;Abusos sexuals;5;2019;2;1;2019-02-01
2448;RP Metropolitana Barcelona;ABP Horta-Guinardó;Agressions sexuals;3;2019;2;1;2019-02-01
2449;RP Metropolitana Barcelona;ABP Horta-Guinardó;Exhibicionisme i provocació sexual;1;2019;2;1;2019-02-01
2450;RP Metropolitana Barcelona;ABP Horta-Guinardó;Trencament de condemna;4;2019;2;1;2019-02-01
2451;RP Metropolitana Barcelona;ABP Horta-Guinardó;Organitzacions i grups criminals;4;2019;2;1;2019-02-01
2452;RP Metropolitana Barcelona;ABP Horta-Guinardó;Altres delictes contra l'ordre públic;1;2019;2;1;2019-02-01
2453;RP Metropolitana Barcelona;ABP Horta-Guinardó;Contra la salut pública;2;2019;2;1;2019-02-01
2454;RP Metropolitana Barcelona;ABP Les Corts;Falsedats documentals;4;2019;2;1;2019-02-01
2455;RP Metropolitana Barcelona;ABP Les Corts;Falsificació de moneda i efectes timbrats;1;2019;2;1;2019-02-01
2456;RP Metropolitana Barcelona;ABP Les Corts;Usurpació de funcions públiques i intrusisme;1;2019;2;1;2019-02-01
2457;RP Metropolitana Barcelona;ABP Les Corts;Lesions;16;2019;2;1;2019-02-01
2458;RP Metropolitana Barcelona;ABP Les Corts;Apropiació indeguda;13;2019;2;1;2019-02-01
2459;RP Metropolitana Barcelona;ABP Les Corts;Danys;69;2019;2;1;2019-02-01
2460;RP Metropolitana Barcelona;ABP Les Corts;Estafes;54;2019;2;1;2019-02-01
2461;RP Metropolitana Barcelona;ABP Les Corts;Furt;357;2019;2;1;2019-02-01
2462;RP Metropolitana Barcelona;ABP Les Corts;Robatori amb força;47;2019;2;1;2019-02-01
2463;RP Metropolitana Barcelona;ABP Les Corts;Robatori amb força interior vehicle;50;2019;2;1;2019-02-01
2464;RP Metropolitana Barcelona;ABP Les Corts;Robatori amb violència i/o intimidació;40;2019;2;1;2019-02-01
2465;RP Metropolitana Barcelona;ABP Les Corts;Robatori i furt d'us de vehicle;18;2019;2;1;2019-02-01
2466;RP Metropolitana Barcelona;ABP Les Corts;Usurpació;1;2019;2;1;2019-02-01
2467;RP Metropolitana Barcelona;ABP Les Corts;Blanqueig de capitals;1;2019;2;1;2019-02-01
2468;RP Metropolitana Barcelona;ABP Les Corts;Injúria;1;2019;2;1;2019-02-01
2469;RP Metropolitana Barcelona;ABP Les Corts;Descobriment i revelació de secrets;0;2019;2;1;2019-02-01
2470;RP Metropolitana Barcelona;ABP Les Corts;Amenaces;13;2019;2;1;2019-02-01
2471;RP Metropolitana Barcelona;ABP Les Corts;Detenció il·legal;1;2019;2;1;2019-02-01
2472;RP Metropolitana Barcelona;ABP Les Corts;Abusos sexuals;3;2019;2;1;2019-02-01
2473;RP Metropolitana Barcelona;ABP Les Corts;Agressions sexuals;0;2019;2;1;2019-02-01
2474;RP Metropolitana Barcelona;ABP Les Corts;Acusació, denúncia falsa i simulació de delictes;1;2019;2;1;2019-02-01
2475;RP Metropolitana Barcelona;ABP Les Corts;Trencament de condemna;2;2019;2;1;2019-02-01
2476;RP Metropolitana Barcelona;ABP Les Corts;Contra els drets i deures familiars;1;2019;2;1;2019-02-01
2477;RP Metropolitana Barcelona;ABP Les Corts;Organitzacions i grups criminals;0;2019;2;1;2019-02-01
2478;RP Metropolitana Barcelona;ABP Les Corts;Altres delictes contra l'ordre públic;2;2019;2;1;2019-02-01
2479;RP Metropolitana Barcelona;ABP Les Corts;Contra la salut pública;3;2019;2;1;2019-02-01
2480;RP Metropolitana Barcelona;ABP Les Corts;Contra el patrimoni històric;1;2019;2;1;2019-02-01
